465985,2023-06-02 02:11:58.6759830,TYLER,JF
465985,2023-06-02 16:27:39.3929063,TYLER,JF
465985,2023-06-03 02:34:16.9596926,GIOVANNI,UQ
465985,2023-06-04 17:20:26.8439455,TYLER,JF
465985,2023-06-04 19:08:19.7919522,TYLER,JF
465985,2023-06-05 17:53:40.4440626,BRYAN,NJ
465985,2023-06-06 16:51:47.9697035,TYLER,JF
465985,2023-06-07 01:59:17.4455329,TYLER,JF
465985,2023-06-08 22:53:33.3736803,TYLER,JF
465985,2023-06-08 22:55:22.4234756,TYLER,JF
465985,2023-06-08 22:57:19.0056658,TYLER,JF
3125737,2023-06-09 01:40:05.4210778,MARIANNA,516129
3525132,2023-06-10 18:36:27.5723826,MERCY,PL
3525132,2023-06-10 18:41:11.0989992,MERCY,PL
2823523,2023-06-07 17:34:48.5077174,JACQULINE,AW
4039982,2023-06-12 20:01:57.8991489,MARIANNA,319742
2840196,2023-06-07 18:29:57.0318413,YU,EA
3411721,2023-06-10 03:43:50.4948972,MARIANNA,3175
4769476,2023-06-14 03:41:25.6361358,MARIANNA,964694
237143,2023-06-01 07:53:02.3737392,MARVIN,QM
2349247,2023-06-05 08:57:50.3248658,JACQULINE,JF
2138554,2023-06-04 16:19:23.9097532,YU,QM
2138554,2023-06-04 16:25:30.1791140,MOSES,GC
2138554,2023-06-04 16:26:38.0829053,MOSES,GC
56997,2023-05-31 16:11:07.5339937,MARIANNA,164482
4755342,2023-06-14 01:10:44.3522430,MARIANNA,516129
3808986,2023-06-11 19:09:35.5302864,YU,QM
2790469,2023-06-07 15:20:11.4483532,MARIANNA,737735
5006985,2023-06-15 00:58:53.8584771,TYLER,KG
449455,2023-06-02 00:21:35.1188090,MERCY,CY
449455,2023-06-02 00:35:43.4825794,MERCY,CY
621821,2023-06-02 20:12:18.7258349,TYLER,JF
875072,2023-06-03 18:23:34.7695252,MARIANNA,554402
3197175,2023-06-09 17:11:30.3855563,TYLER,JF
3032899,2023-06-08 19:06:21.5751842,MARIANNA,83286
2365729,2023-06-05 15:20:40.4015731,BILLY,YU
3468279,2023-06-10 16:30:41.7703079,YU,QM
3413495,2023-06-10 03:57:59.7539394,MARIANNA,456803
2868559,2023-06-07 20:00:06.0260059,MARVIN,QM
2040825,2023-06-03 23:14:21.4233896,MARIANNA,69014
2863368,2023-06-07 19:43:46.8594810,BRYAN,GC
251658,2023-06-01 14:55:54.4501965,YU,QM
2476815,2023-06-05 21:10:17.2246538,GIOVANNI,WS
3061246,2023-06-08 20:52:47.7972033,KAROLYN,LH
3061246,2023-06-08 20:55:37.2866941,KAROLYN,LH
4849934,2023-06-14 16:32:21.7983456,MARVIN,QM
4849934,2023-06-14 17:29:55.8061623,MARVIN,QM
4638155,2023-06-13 18:34:12.8718167,GALEN,YU
2631292,2023-06-06 18:29:22.2482800,MARVIN,QM
2011455,2023-06-03 22:11:51.5647053,MARIANNA,554402
949720,2023-06-03 20:27:43.6910338,MERCY,OK
3448208,2023-06-10 15:34:18.5336807,BRYAN,NJ
3377574,2023-06-10 00:41:20.5324907,ANISSA,91512
3377574,2023-06-10 04:30:40.7997480,MARIANNA,282905
3865184,2023-06-11 21:16:43.1113729,MERCY,CY
3865184,2023-06-11 21:38:24.8460596,MERCY,CY
2771397,2023-06-07 03:32:58.0382087,BRYAN,IE
4869278,2023-06-14 17:37:15.0270890,YU,QM
4869278,2023-06-14 17:37:52.7375638,BILLY,XT
3700719,2023-06-11 01:51:34.0805556,GENE,LH
3700719,2023-06-11 02:04:07.6731126,GENE,LH
5133360,2023-06-15 19:42:37.7632753,BRYAN,IE
3367311,2023-06-10 00:08:47.6105082,MARVIN,QM
4005624,2023-06-12 18:21:02.8376085,BRYAN,EA
3258710,2023-06-09 19:37:27.5780212,NOLAN,MI
2220959,2023-06-04 19:38:49.1082396,BILLY,YU
2220959,2023-06-04 19:38:49.1961815,BILLY,YU
2585529,2023-06-06 16:04:03.5190401,JACQULINE,TP
645051,2023-06-02 21:04:26.0983484,BRYAN,MI
2014579,2023-06-03 22:17:48.7837821,MARIANNA,554402
2014579,2023-06-04 19:07:44.3348397,MARIANNA,554402
5156809,2023-06-15 20:47:41.3131202,ROSALIA,AW
3039283,2023-06-08 19:30:15.0106293,YU,XT
3309055,2023-06-09 21:34:07.5381574,MARIANNA,554402
490674,2023-06-02 13:55:28.9429319,LEATRICE,SO
2571588,2023-06-06 14:59:10.1006535,JACQULINE,FB
2571588,2023-06-06 15:02:06.8826162,JACQULINE,TP
5057624,2023-06-15 16:09:25.5884226,YU,EA
375918,2023-06-01 20:51:22.8867689,ANISSA,279142
484855,2023-06-02 09:26:37.0286606,MARVIN,QM
